Loan ID,Customer ID,Current Loan Amount($),Term,Annual Income($),Years in current job,Home Ownership,Purpose,Monthly Debt($),Current Credit Balance($),Maximum Open Credit($),Bankruptcies,Loan/Income Ratio,Monthly_debt/Income ratio,Credit/Income Ratio,Credit lef($)
12513bb7,bb37c8b5,20000.0,Short Term,160000.0,10+ years,Rent,Debt Consolidation,2000.0,30000.0,50000.0,0.0,0.12,0.15,0.31,20000.0
855b8d13,6810d6d3,20000.0,Short Term,290000.0,9 years,Mortgage,Medical Bills,700.0,20000.0,30000.0,1.0,0.07,0.03,0.1,10000.0
f692fd57,60e1365e,70000.0,Long Term,140000.0,10+ years,Mortgage,Debt Consolidation,2500.0,70000.0,120000.0,0.0,0.5,0.21,0.86,50000.0
860dc298,4e1b1e69,30000.0,Long Term,200000.0,3 years,Mortgage,Other,5200.0,20000.0,50000.0,0.0,0.15,0.31,0.25,30000.0
4c119d42,f4100f18,20000.0,Short Term,130000.0,10+ years,Mortgage,Debt Consolidation,2000.0,30000.0,30000.0,0.0,0.15,0.18,0.23,0.0
5dbf98eb,913d2f77,20000.0,Long Term,160000.0,4 years,Mortgage,Debt Consolidation,1400.0,10000.0,100000.0,0.0,0.12,0.1,0.62,90000.0
0de251d3,f70aa456,20000.0,Short Term,90000.0,1 year,Rent,Debt Consolidation,1700.0000000000002,20000.0,20000.0,0.0,0.22,0.23,0.22,0.0
be51ad48,4f7fd0f4,20000.0,Short Term,110000.00000000001,9 years,Rent,Other,1600.0,10000.0,20000.0,1.0,0.18,0.17,0.18,10000.0
41528397,2d658da1,80000.0,Long Term,170000.0,10+ years,Mortgage,Debt Consolidation,2500.0,40000.0,70000.0,0.0,0.47,0.18,0.41,30000.0
58d26615,48bd1fb4,10000.0,Short Term,260000.0,3 years,Rent,Debt Consolidation,700.0,10000.0,100000.0,0.0,0.04,0.03,0.38,90000.0
e649de8d,53f1535e,20000.0,Short Term,80000.0,10+ years,Rent,Debt Consolidation,800.0,10000.0,20000.0,0.0,0.25,0.12,0.25,10000.0
fce47fa3,90d6aacf,80000.0,Long Term,260000.0,10+ years,Mortgage,Business Loan,1200.0,10000.0,30000.0,0.0,0.31,0.06,0.12,20000.0
7d1281ce,5770e380,40000.0,Long Term,110000.00000000001,1 year,Rent,Debt Consolidation,1300.0,20000.0,120000.0,0.0,0.36,0.14,1.09,100000.0
03d44d6b,59bf5203,30000.0,Long Term,110000.00000000001,,Rent,Debt Consolidation,1500.0,10000.0,20000.0,1.0,0.27,0.16,0.18,10000.0
431e37d9,26b071d2,10000.0,Short Term,160000.0,10+ years,Mortgage,Other,1300.0,10000.0,10000.0,0.0,0.06,0.1,0.06,0.0
73da3edd,f68e87ea,30000.0,Short Term,90000.0,2 years,Rent,Take a Trip,2400.0,0.0,0.0,0.0,0.33,0.32,0.0,0.0
24a32166,f156c9d1,30000.0,Long Term,80000.0,,Mortgage,Debt Consolidation,1700.0000000000002,20000.0,80000.0,0.0,0.38,0.26,1.0,60000.0
096d61fb,4d416b00,70000.0,Short Term,270000.0,6 years,Mortgage,Other,6300.0,10000.0,20000.0,1.0,0.26,0.28,0.07,10000.0
d3b25b26,f0dbd10a,50000.0,Long Term,210000.0,10+ years,Mortgage,Debt Consolidation,3300.0,80000.0,120000.0,0.0,0.24,0.19,0.57,40000.0
2383e95c,7c6ca34a,60000.0,Long Term,120000.0,3 years,Mortgage,Debt Consolidation,2500.0,80000.0,130000.0,0.0,0.5,0.25,1.08,50000.0
4453aef8,e2190425,60000.0,Short Term,170000.0,10+ years,Rent,Debt Consolidation,2000.0,20000.0,30000.0,0.0,0.35,0.14,0.18,10000.0
8fb4d4b6,0fde000c,40000.0,Short Term,120000.0,1 year,Rent,Debt Consolidation,2300.0,30000.0,60000.0,0.0,0.33,0.23,0.5,30000.0
23f36715,5ab88861,50000.0,Short Term,240000.0,1 year,Rent,Other,1000.0,10000.0,10000.0,0.0,0.21,0.05,0.04,0.0
6c4cd297,6d2ce7ba,50000.0,Long Term,270000.0,3 years,Own Home,Home Improvements,1100.0,10000.0,2460000.0,0.0,0.19,0.05,9.11,2450000.0
65073e90,666846f7,30000.0,Short Term,300000.0,3 years,Own Home,Debt Consolidation,1900.0,20000.0,110000.00000000001,0.0,0.1,0.08,0.37,90000.0
dfc2707c,0fc91f0c,80000.0,Long Term,250000.0,3 years,Mortgage,Debt Consolidation,3500.0000000000005,50000.0,90000.0,0.0,0.32,0.17,0.36,40000.0
12b69dd2,0b1a4d65,30000.0,Long Term,200000.0,4 years,Mortgage,Debt Consolidation,1799.9999999999998,10000.0,20000.0,0.0,0.15,0.11,0.1,10000.0
658e7204,d5f11c7f,20000.0,Short Term,50000.0,6 years,Mortgage,Debt Consolidation,899.9999999999999,30000.0,50000.0,0.0,0.4,0.22,1.0,20000.0
f3fdee01,a38c7b39,30000.0,Short Term,100000.0,6 years,Own Home,Debt Consolidation,400.0,10000.0,40000.0,1.0,0.3,0.05,0.4,30000.0
335cfc18,8e33b6a0,20000.0,Short Term,130000.0,5 years,Mortgage,Home Improvements,1900.0,10000.0,30000.0,0.0,0.15,0.18,0.23,20000.0
3bb7bc78,1a83896a,60000.0,Long Term,130000.0,1 year,Mortgage,Debt Consolidation,1900.0,40000.0,110000.00000000001,0.0,0.46,0.18,0.85,70000.0
6f48c4bd,8d375b95,40000.0,Short Term,90000.0,5 years,Rent,Debt Consolidation,1200.0,10000.0,20000.0,0.0,0.44,0.16,0.22,10000.0
c5258f59,42a99666,40000.0,Long Term,90000.0,1 year,Rent,Debt Consolidation,1700.0000000000002,30000.0,70000.0,0.0,0.44,0.23,0.78,40000.0
75141969,73a0777d,20000.0,Short Term,120000.0,6 years,Mortgage,Home Improvements,1600.0,10000.0,30000.0,0.0,0.17,0.16,0.25,20000.0
0819139b,1498fe36,80000.0,Short Term,210000.0,1 year,Mortgage,Debt Consolidation,3300.0,60000.0,200000.0,0.0,0.38,0.19,0.95,140000.0
4a0a7c2f,b5b1a50a,40000.0,Short Term,280000.0,10+ years,Mortgage,Debt Consolidation,6100.0,100000.0,350000.0,0.0,0.14,0.26,1.25,250000.0
2925b3ef,a44c0c3f,40000.0,Long Term,90000.0,10+ years,Mortgage,Debt Consolidation,700.0,10000.0,30000.0,1.0,0.44,0.09,0.33,20000.0
8dee3c24,8e48dc94,40000.0,Short Term,240000.0,4 years,Mortgage,Home Improvements,1400.0,90000.0,170000.0,0.0,0.17,0.07,0.71,80000.0
ecec655b,76680f8a,30000.0,Short Term,180000.0,,Mortgage,Debt Consolidation,2200.0,10000.0,10000.0,0.0,0.17,0.15,0.06,0.0
b25b439a,eaba3cea,40000.0,Long Term,100000.0,10+ years,Mortgage,Debt Consolidation,2600.0,30000.0,40000.0,0.0,0.4,0.31,0.4,10000.0
c0d083d9,6fd29bae,20000.0,Short Term,100000.0,6 years,Mortgage,Debt Consolidation,1900.0,30000.0,60000.0,0.0,0.2,0.23,0.6,30000.0
80e1e47a,3ceea33e,10000.0,Short Term,60000.0,5 years,Rent,Debt Consolidation,899.9999999999999,10000.0,10000.0,1.0,0.17,0.18,0.17,0.0
9cf0154e,f2ae4b66,70000.0,Short Term,140000.0,10+ years,Rent,Debt Consolidation,3599.9999999999995,30000.0,110000.00000000001,0.0,0.5,0.31,0.79,80000.0
be235a44,445532b9,20000.0,Short Term,160000.0,3 years,Own Home,Home Improvements,1900.0,10000.0,20000.0,0.0,0.12,0.14,0.12,10000.0
0293ffa4,a992250b,10000.0,Short Term,150000.0,4 years,Rent,Other,1700.0000000000002,10000.0,70000.0,0.0,0.07,0.14,0.47,60000.0
e61b2c3a,1fa6c550,70000.0,Long Term,170000.0,6 years,Mortgage,Debt Consolidation,1200.0,0.0,20000.0,0.0,0.41,0.08,0.12,20000.0
846d8ef9,fac20a48,30000.0,Long Term,190000.0,10+ years,Rent,Debt Consolidation,4300.0,50000.0,100000.0,0.0,0.16,0.27,0.53,50000.0
3c28b64a,8f88f9b5,10000.0,Short Term,150000.0,10+ years,Mortgage,Debt Consolidation,2800.0,30000.0,50000.0,1.0,0.07,0.22,0.33,20000.0
1b0e81ea,47df9db8,30000.0,Long Term,100000.0,9 years,Mortgage,Debt Consolidation,1400.0,10000.0,60000.0,0.0,0.3,0.17,0.6,50000.0
f3475898,71342245,30000.0,Short Term,80000.0,,Mortgage,Debt Consolidation,1600.0,30000.0,110000.00000000001,0.0,0.38,0.24,1.38,80000.0
db3e20b5,5bdf3ced,60000.0,Long Term,490000.00000000006,2 years,Own Home,Home Improvements,8200.0,1620000.0,3750000.0,0.0,0.12,0.2,7.65,2130000.0
0c6706b0,d7c6c1f0,30000.0,Long Term,80000.0,1 year,Rent,Debt Consolidation,1400.0,20000.0,40000.0,2.0,0.38,0.21,0.5,20000.0
732b1101,034497ae,20000.0,Short Term,100000.0,10+ years,Mortgage,Debt Consolidation,1700.0000000000002,10000.0,20000.0,0.0,0.2,0.2,0.2,10000.0
1adf0dcb,ee296960,10000.0,Short Term,150000.0,7 years,Mortgage,Home Improvements,1000.0,20000.0,30000.0,0.0,0.07,0.08,0.2,10000.0
c7651b1d,c2dac765,40000.0,Long Term,140000.0,4 years,Mortgage,Debt Consolidation,1600.0,80000.0,120000.0,0.0,0.29,0.14,0.86,40000.0
4b3adf0f,fbdf4c5a,40000.0,Long Term,90000.0,8 years,Mortgage,Debt Consolidation,1200.0,30000.0,70000.0,0.0,0.44,0.16,0.78,40000.0
881b512c,a644ead7,80000.0,Short Term,270000.0,10+ years,Mortgage,Debt Consolidation,5300.0,190000.0,280000.0,0.0,0.3,0.24,1.04,90000.0
cf24f4cd,22d0eb03,10000.0,Short Term,100000.0,4 years,Rent,Debt Consolidation,1100.0,20000.0,20000.0,0.0,0.1,0.13,0.2,0.0
04d84683,bd0d04c9,10000.0,Long Term,60000.0,9 years,Own Home,Debt Consolidation,899.9999999999999,10000.0,30000.0,0.0,0.17,0.18,0.5,20000.0
a1f011a5,05f1c958,10000.0,Short Term,60000.0,1 year,Rent,Debt Consolidation,400.0,20000.0,20000.0,0.0,0.17,0.08,0.33,0.0
6057917b,0c557fd3,30000.0,Short Term,110000.00000000001,4 years,Rent,Debt Consolidation,1300.0,20000.0,60000.0,0.0,0.27,0.14,0.55,40000.0
ecc8114c,1dcef784,20000.0,Short Term,140000.0,1 year,Mortgage,Business Loan,1100.0,10000.0,30000.0,0.0,0.14,0.09,0.21,20000.0
9209a0c5,9dcef2f4,20000.0,Short Term,100000.0,10+ years,Own Home,Debt Consolidation,1700.0000000000002,20000.0,50000.0,0.0,0.2,0.2,0.5,30000.0
bca30391,1c5868e8,60000.0,Short Term,220000.00000000003,10+ years,Rent,Debt Consolidation,4500.0,30000.0,30000.0,0.0,0.27,0.25,0.14,0.0
1c949391,03d351cd,30000.0,Long Term,140000.0,3 years,Mortgage,Debt Consolidation,1400.0,20000.0,50000.0,0.0,0.21,0.12,0.36,30000.0
39ae5a81,2375a0f4,10000.0,Short Term,100000.0,10+ years,Rent,Debt Consolidation,1500.0,10000.0,20000.0,1.0,0.1,0.18,0.2,10000.0
48316067,4944e2ff,20000.0,Short Term,100000.0,5 years,Own Home,Debt Consolidation,700.0,20000.0,60000.0,0.0,0.2,0.08,0.6,40000.0
48457da6,6f6259c1,30000.0,Short Term,80000.0,6 years,Rent,Debt Consolidation,2400.0,40000.0,190000.0,0.0,0.38,0.36,2.38,150000.0
88e9196d,7e5c4915,20000.0,Short Term,60000.0,10+ years,Rent,Debt Consolidation,1500.0,40000.0,60000.0,0.0,0.33,0.3,1.0,20000.0
bb17f5d9,c5824e3e,40000.0,Short Term,140000.0,6 years,Mortgage,Debt Consolidation,1799.9999999999998,30000.0,60000.0,0.0,0.29,0.15,0.43,30000.0
0d171c4f,834e840f,20000.0,Short Term,110000.00000000001,2 years,Rent,Debt Consolidation,300.0,10000.0,30000.0,0.0,0.18,0.03,0.27,20000.0
085db717,01486fb0,30000.0,Short Term,120000.0,8 years,Rent,Debt Consolidation,1500.0,40000.0,50000.0,0.0,0.25,0.15,0.42,10000.0
01961118,dc272818,40000.0,Long Term,260000.0,3 years,Mortgage,Debt Consolidation,4700.0,10000.0,10000.0,0.0,0.15,0.22,0.04,0.0
720eb131,f6ff1ca7,70000.0,Short Term,160000.0,10+ years,Mortgage,Debt Consolidation,1799.9999999999998,60000.0,210000.0,0.0,0.44,0.13,1.31,150000.0
a33bceb2,5137b18f,80000.0,Long Term,150000.0,9 years,Mortgage,Debt Consolidation,899.9999999999999,110000.00000000001,160000.0,0.0,0.53,0.07,1.07,50000.0
6e26d3ad,c793279f,40000.0,Short Term,130000.0,5 years,Mortgage,Debt Consolidation,2200.0,40000.0,90000.0,0.0,0.31,0.2,0.69,50000.0
26c92040,17e0a24e,50000.0,Long Term,160000.0,10+ years,Mortgage,Debt Consolidation,2200.0,40000.0,60000.0,0.0,0.31,0.16,0.38,20000.0
3da11c35,3517c333,0.0,Short Term,50000.0,3 years,Rent,Other,1000.0,0.0,30000.0,0.0,0.0,0.24,0.6,30000.0
49dc21bd,6ca9d1f0,10000.0,Short Term,110000.00000000001,3 years,Rent,Debt Consolidation,300.0,10000.0,20000.0,0.0,0.09,0.03,0.18,10000.0
547d511d,753150fd,10000.0,Short Term,70000.0,1 year,Rent,Debt Consolidation,1100.0,10000.0,30000.0,0.0,0.14,0.19,0.43,20000.0
ecd5c346,508ffaa9,40000.0,Long Term,110000.00000000001,9 years,Rent,Debt Consolidation,1900.0,60000.0,130000.0,1.0,0.36,0.21,1.18,70000.0
e775057a,a080be2f,0.0,Short Term,40000.0,1 year,Rent,Debt Consolidation,899.9999999999999,10000.0,10000.0,0.0,0.0,0.27,0.25,0.0
06bd25e1,afbb2b59,60000.0,Short Term,190000.0,10+ years,Mortgage,Debt Consolidation,4300.0,20000.0,30000.0,0.0,0.32,0.27,0.16,10000.0
7f582ff7,bd40a4a2,20000.0,Short Term,80000.0,2 years,Mortgage,Debt Consolidation,1300.0,20000.0,30000.0,0.0,0.25,0.19,0.38,10000.0
9b2de8bd,c24dc21d,0.0,Short Term,60000.0,4 years,Rent,Other,1100.0,0.0,10000.0,0.0,0.0,0.22,0.17,10000.0
57bbba46,43f30907,30000.0,Long Term,330000.0,1 year,Mortgage,Home Improvements,2400.0,20000.0,50000.0,0.0,0.09,0.09,0.15,30000.0
01d09a1b,afac3559,20000.0,Short Term,120000.0,10+ years,Mortgage,Other,2100.0,30000.0,60000.0,0.0,0.17,0.21,0.5,30000.0
def77c62,b5d79ee4,20000.0,Short Term,70000.0,10+ years,Mortgage,Home Improvements,1000.0,20000.0,30000.0,0.0,0.29,0.17,0.43,10000.0
a7e1808f,0395da4a,10000.0,Short Term,80000.0,1 year,Mortgage,Debt Consolidation,300.0,10000.0,20000.0,0.0,0.12,0.04,0.25,10000.0
2a25e85c,b1e58602,80000.0,Long Term,160000.0,10+ years,Rent,Other,2300.0,80000.0,420000.0,0.0,0.5,0.17,2.62,340000.0
3b0c39cd,f6dc9eed,40000.0,Long Term,180000.0,10+ years,Rent,Debt Consolidation,2500.0,20000.0,50000.0,0.0,0.22,0.17,0.28,30000.0
d7aa67c0,57e420f7,40000.0,Short Term,150000.0,3 years,Rent,Business Loan,1300.0,20000.0,20000.0,0.0,0.27,0.1,0.13,0.0
1138eb3d,550029f6,10000.0,Short Term,130000.0,7 years,Mortgage,Medical Bills,1200.0,10000.0,40000.0,1.0,0.08,0.11,0.31,30000.0
eee8c699,c231b279,40000.0,Short Term,100000.0,4 years,Own Home,Debt Consolidation,1400.0,30000.0,40000.0,0.0,0.4,0.17,0.4,10000.0
9651ad66,8a77a9f3,40000.0,Short Term,170000.0,1 year,Mortgage,Debt Consolidation,2100.0,50000.0,70000.0,0.0,0.24,0.15,0.41,20000.0
bc9dc2b6,ecb8d0b6,10000.0,Short Term,120000.0,10+ years,Mortgage,Other,1500.0,20000.0,110000.00000000001,0.0,0.08,0.15,0.92,90000.0
6333a342,e2bea204,10000.0,Long Term,130000.0,3 years,Mortgage,Home Improvements,100.0,0.0,0.0,0.0,0.08,0.01,0.0,0.0
e5680b96,c9602e59,10000.0,Short Term,170000.0,1 year,Mortgage,Debt Consolidation,1000.0,20000.0,40000.0,0.0,0.06,0.07,0.24,20000.0
e15896f6,c716f2b0,50000.0,Long Term,90000.0,7 years,Mortgage,Debt Consolidation,1100.0,40000.0,80000.0,0.0,0.56,0.15,0.89,40000.0
3a1d08de,a169cb99,20000.0,Short Term,90000.0,,Rent,Debt Consolidation,1799.9999999999998,20000.0,40000.0,1.0,0.22,0.24,0.44,20000.0
147f9f4f,3676f988,80000.0,Long Term,470000.0,10+ years,Own Home,Other,4500.0,310000.0,1410000.0,0.0,0.17,0.11,3.0,1100000.0
e7d8b321,0cd171f8,40000.0,Long Term,130000.0,2 years,Mortgage,Home Improvements,1200.0,0.0,30000.0,0.0,0.31,0.11,0.23,30000.0
7c7ef6bf,643221ab,30000.0,Long Term,100000.0,10+ years,Rent,Debt Consolidation,1100.0,10000.0,10000.0,0.0,0.3,0.13,0.1,0.0
1b552571,a5c89fa5,10000.0,Short Term,60000.0,3 years,Rent,Medical Bills,1600.0,20000.0,30000.0,0.0,0.17,0.32,0.5,10000.0
5f5791b1,0733a849,20000.0,Short Term,80000.0,7 years,Rent,Other,1100.0,10000.0,20000.0,0.0,0.25,0.16,0.25,10000.0
cf863afb,35b109bc,10000.0,Short Term,50000.0,4 years,Mortgage,Debt Consolidation,1300.0,10000.0,20000.0,0.0,0.2,0.31,0.4,10000.0
aa9516cc,7dbb1cdd,10000.0,Short Term,30000.0,5 years,Rent,Other,200.0,0.0,0.0,0.0,0.33,0.08,0.0,0.0
278e48b9,c7ab4300,20000.0,Short Term,170000.0,7 years,Rent,Home Improvements,700.0,10000.0,30000.0,0.0,0.12,0.05,0.18,20000.0
62bd523b,52428bb9,70000.0,Short Term,680000.0,10+ years,Mortgage,Home Improvements,9200.0,170000.0,1320000.0,0.0,0.1,0.16,1.94,1150000.0
f7e48066,10e718af,20000.0,Short Term,100000.0,2 years,Rent,Debt Consolidation,1300.0,20000.0,30000.0,1.0,0.2,0.16,0.3,10000.0
0b0a4f24,4fccfc51,40000.0,Long Term,170000.0,3 years,Rent,Debt Consolidation,2900.0,10000.0,20000.0,0.0,0.24,0.2,0.12,10000.0
0e30c15f,40af9928,10000.0,Short Term,60000.0,5 years,Rent,Debt Consolidation,1300.0,20000.0,40000.0,0.0,0.17,0.26,0.67,20000.0
60914f05,84668f9c,10000.0,Short Term,60000.0,5 years,Rent,Debt Consolidation,1500.0,10000.0,10000.0,0.0,0.17,0.3,0.17,0.0
48d1a3a1,10bbf176,30000.0,Long Term,120000.0,2 years,Mortgage,Debt Consolidation,600.0,20000.0,50000.0,0.0,0.25,0.06,0.42,30000.0
873778fa,3ac7447b,30000.0,Short Term,80000.0,10+ years,Rent,Debt Consolidation,1900.0,30000.0,50000.0,0.0,0.38,0.28,0.62,20000.0
3a091fd6,0104a2ab,30000.0,Short Term,100000.0,2 years,Rent,Debt Consolidation,2100.0,20000.0,30000.0,0.0,0.3,0.25,0.3,10000.0
616c5401,c4604d2e,40000.0,Long Term,280000.0,10+ years,Mortgage,Debt Consolidation,3400.0000000000005,20000.0,20000.0,0.0,0.14,0.15,0.07,0.0
b28c47e9,6fbcc305,40000.0,Short Term,100000.0,3 years,Rent,Debt Consolidation,800.0,10000.0,20000.0,1.0,0.4,0.1,0.2,10000.0
e3d42aaa,6e58c322,30000.0,Long Term,100000.0,1 year,Rent,Debt Consolidation,1000.0,10000.0,20000.0,0.0,0.3,0.12,0.2,10000.0
5f2c1e45,58dacced,40000.0,Long Term,110000.00000000001,5 years,Rent,Debt Consolidation,899.9999999999999,30000.0,40000.0,0.0,0.36,0.1,0.36,10000.0
9fcea1b3,2b219e56,20000.0,Short Term,70000.0,1 year,Own Home,Debt Consolidation,700.0,10000.0,20000.0,0.0,0.29,0.12,0.29,10000.0
523362f7,9a0704f2,10000.0,Short Term,130000.0,1 year,Rent,Buy a Car,1700.0000000000002,20000.0,30000.0,0.0,0.08,0.16,0.23,10000.0
1d71c452,e1cb8aa7,30000.0,Long Term,200000.0,1 year,Mortgage,Other,200.0,0.0,20000.0,0.0,0.15,0.01,0.1,20000.0
6eaf8ab1,1625369f,30000.0,Short Term,120000.0,10+ years,Mortgage,Debt Consolidation,1200.0,20000.0,20000.0,1.0,0.25,0.12,0.17,0.0
a2ca1902,220a0f12,20000.0,Short Term,150000.0,3 years,Rent,Other,1300.0,50000.0,130000.0,0.0,0.13,0.1,0.87,80000.0
366d01a7,1961dcb7,20000.0,Short Term,180000.0,3 years,Rent,Other,1300.0,10000.0,50000.0,0.0,0.11,0.09,0.28,40000.0
d5471734,8e4465b2,0.0,Short Term,100000.0,10+ years,Rent,Other,1300.0,20000.0,20000.0,0.0,0.0,0.16,0.2,0.0
22ce66b7,08cdc7c0,20000.0,Short Term,270000.0,1 year,Rent,Other,4800.0,50000.0,60000.0,0.0,0.07,0.21,0.22,10000.0
d3eb5219,16880316,10000.0,Long Term,90000.0,4 years,Mortgage,Other,300.0,10000.0,30000.0,0.0,0.11,0.04,0.33,20000.0
84ccace3,6407d4fc,30000.0,Long Term,80000.0,10+ years,Mortgage,Debt Consolidation,800.0,30000.0,40000.0,0.0,0.38,0.12,0.5,10000.0
3eef640f,94e7d67c,10000.0,Long Term,40000.0,3 years,Rent,Debt Consolidation,700.0,0.0,10000.0,0.0,0.25,0.21,0.25,10000.0
cfa3779e,6aea2eaa,10000.0,Short Term,60000.0,5 years,Rent,Debt Consolidation,899.9999999999999,10000.0,30000.0,0.0,0.17,0.18,0.5,20000.0
7d439e4f,1569dae9,50000.0,Long Term,130000.0,10+ years,Own Home,Debt Consolidation,1700.0000000000002,10000.0,130000.0,1.0,0.38,0.16,1.0,120000.0
de49db7c,3a775f1c,20000.0,Short Term,110000.00000000001,7 years,Mortgage,Debt Consolidation,1799.9999999999998,30000.0,60000.0,0.0,0.18,0.2,0.55,30000.0
37a0ae65,e02a2483,20000.0,Short Term,290000.0,3 years,Mortgage,Debt Consolidation,4600.0,10000.0,20000.0,0.0,0.07,0.19,0.07,10000.0
f5b66727,f7ef8900,20000.0,Short Term,100000.0,1 year,Rent,major_purchase,1500.0,10000.0,10000.0,0.0,0.2,0.18,0.1,0.0
82860ac5,ab5718a2,50000.0,Short Term,160000.0,10+ years,Mortgage,Debt Consolidation,3000.0,50000.0,70000.0,0.0,0.31,0.22,0.44,20000.0
9bd020dc,63c3c57c,80000.0,Long Term,130000.0,4 years,Own Home,Other,1400.0,60000.0,100000.0,0.0,0.62,0.13,0.77,40000.0
45e9eed1,d922d109,20000.0,Short Term,140000.0,1 year,Mortgage,Debt Consolidation,2400.0,40000.0,60000.0,0.0,0.14,0.21,0.43,20000.0
16ab22ce,8fb62a06,30000.0,Short Term,110000.00000000001,7 years,Own Home,Debt Consolidation,1900.0,60000.0,90000.0,0.0,0.27,0.21,0.82,30000.0
0ff3dc88,e706e16f,30000.0,Short Term,130000.0,3 years,Mortgage,Business Loan,2400.0,30000.0,50000.0,0.0,0.23,0.22,0.38,20000.0
8521048f,1278e0fd,50000.0,Long Term,200000.0,10+ years,Own Home,Debt Consolidation,2900.0,70000.0,130000.0,0.0,0.25,0.17,0.65,60000.0
129f054c,3906ef84,20000.0,Short Term,50000.0,3 years,Rent,Debt Consolidation,800.0,20000.0,40000.0,0.0,0.4,0.19,0.8,20000.0
2e9eccfa,497df5c8,50000.0,Short Term,120000.0,5 years,Mortgage,Debt Consolidation,899.9999999999999,10000.0,30000.0,0.0,0.42,0.09,0.25,20000.0
b2b56bc6,9e143db6,10000.0,Short Term,150000.0,10+ years,Mortgage,Home Improvements,3200.0,260000.0,310000.0,0.0,0.07,0.26,2.07,50000.0
b43eddb0,e8ab79f6,20000.0,Short Term,150000.0,10+ years,Own Home,Other,1300.0,40000.0,60000.0,0.0,0.13,0.1,0.4,20000.0
f6f5d383,5fa7abec,80000.0,Long Term,160000.0,10+ years,Rent,Debt Consolidation,400.0,20000.0,40000.0,1.0,0.5,0.03,0.25,20000.0
8dc38a27,df0a2989,20000.0,Short Term,100000.0,9 years,Mortgage,Debt Consolidation,1700.0000000000002,20000.0,40000.0,0.0,0.2,0.2,0.4,20000.0
78b0468f,046a439a,10000.0,Short Term,60000.0,1 year,Rent,major_purchase,1000.0,10000.0,20000.0,0.0,0.17,0.2,0.33,10000.0
2f2192b3,74350b75,10000.0,Short Term,60000.0,6 years,Mortgage,Debt Consolidation,899.9999999999999,0.0,10000.0,0.0,0.17,0.18,0.17,10000.0
46e63e5c,cf6f662b,30000.0,Short Term,80000.0,2 years,Rent,Debt Consolidation,1400.0,20000.0,30000.0,0.0,0.38,0.21,0.38,10000.0
d3b351c0,3e0cd6db,10000.0,Short Term,70000.0,4 years,Rent,Debt Consolidation,1700.0000000000002,20000.0,40000.0,0.0,0.14,0.29,0.57,20000.0
9cffeff1,a3a1a0b0,20000.0,Short Term,170000.0,5 years,Rent,Debt Consolidation,800.0,10000.0,10000.0,0.0,0.12,0.06,0.06,0.0
e037dafd,d406c666,10000.0,Short Term,280000.0,5 years,Rent,Medical Bills,3900.0,70000.0,110000.00000000001,0.0,0.04,0.17,0.39,40000.0
535934c6,eeee5a2a,60000.0,Long Term,140000.0,9 years,Rent,Debt Consolidation,1500.0,30000.0,60000.0,0.0,0.43,0.13,0.43,30000.0
e50eda22,52ee79a1,20000.0,Short Term,70000.0,2 years,Rent,Debt Consolidation,899.9999999999999,20000.0,60000.0,0.0,0.29,0.15,0.86,40000.0
f115e293,f50cdc4b,10000.0,Short Term,100000.0,1 year,Rent,Debt Consolidation,1400.0,0.0,40000.0,0.0,0.1,0.17,0.4,40000.0
ca3195e3,6b9e814b,50000.0,Long Term,180000.0,10+ years,Mortgage,Debt Consolidation,2300.0,50000.0,110000.00000000001,0.0,0.28,0.15,0.61,60000.0
bd49b9d4,49295190,20000.0,Short Term,580000.0,1 year,Rent,Other,5400.0,90000.0,100000.0,0.0,0.03,0.11,0.17,10000.0
2dbfff01,f962a4e1,10000.0,Short Term,50000.0,,Mortgage,Debt Consolidation,800.0,0.0,10000.0,0.0,0.2,0.19,0.2,10000.0
0a0f745d,c3751f71,20000.0,Short Term,100000.0,4 years,Rent,Debt Consolidation,2400.0,50000.0,70000.0,0.0,0.2,0.29,0.7,20000.0
f3875275,f0f5eb74,10000.0,Short Term,50000.0,6 years,Mortgage,Debt Consolidation,1300.0,60000.0,90000.0,0.0,0.2,0.31,1.8,30000.0
3e1b8afb,7b47f942,60000.0,Long Term,130000.0,2 years,Rent,Business Loan,1300.0,10000.0,40000.0,0.0,0.46,0.12,0.31,30000.0
0d0ad90a,768cb148,20000.0,Short Term,190000.0,5 years,Mortgage,Home Improvements,2100.0,0.0,20000.0,0.0,0.11,0.13,0.11,20000.0
5c777161,22375256,40000.0,Long Term,90000.0,6 years,Rent,Debt Consolidation,1700.0000000000002,30000.0,50000.0,0.0,0.44,0.23,0.56,20000.0
025a2809,c377e719,10000.0,Short Term,40000.0,1 year,Rent,Debt Consolidation,899.9999999999999,10000.0,20000.0,0.0,0.25,0.27,0.5,10000.0
8006e540,feb5b6cb,10000.0,Short Term,80000.0,4 years,Mortgage,Debt Consolidation,1400.0,20000.0,40000.0,0.0,0.12,0.21,0.5,20000.0
fa51e339,7f2c2e76,30000.0,Long Term,100000.0,10+ years,Mortgage,Debt Consolidation,2000.0,10000.0,30000.0,1.0,0.3,0.24,0.3,20000.0
ae062a52,76775281,20000.0,Short Term,80000.0,8 years,Rent,Debt Consolidation,400.0,10000.0,20000.0,0.0,0.25,0.06,0.25,10000.0
